name	area	pop_sum	pop_m	pop_w	pop_p_km2	plz	lat	lng	urb_key	urb_class	ags_new_x	ags_new_y	name_new	ags_old	name_old
Walshausen	4,63	313,0	157,0	156,0	68,0	66484	7,476184	49,210179	03	gering besiedelt	07340226				
Wiesbach	4,07	512,0	259,0	253,0	126,0	66894	7,45343	49,333828	03	gering besiedelt	07340227				
Herschberg	11,55	820,0	407,0	413,0	71,0	66919	7,546333	49,305887	03	gering besiedelt	07340017				
Hettenhausen	4,4	238,0	123,0	115,0	54,0	66919	7,555393	49,336202	03	gering besiedelt	07340018				
Höheischweiler	4,36	880,0	443,0	437,0	202,0	66989	7,550352	49,231392	02	mittlere Besiedlungsdichte	07340023				
Höhfröschen	4,17	928,0	482,0	446,0	223,0	66989	7,562003	49,245712	02	mittlere Besiedlungsdichte	07340024				
Nünschweiler	9,99	753,0	365,0	388,0	75,0	66989	7,503186	49,223401	03	gering besiedelt	07340035				
Petersberg	3,83	879,0	427,0	452,0	230,0	66989	7,565751	49,238948	02	mittlere Besiedlungsdichte	07340037				
Saalstadt	5,3	311,0	153,0	158,0	59,0	66919	7,547655	49,323801	03	gering besiedelt	07340041				
Schauerberg	4,08	188,0	91,0	97,0	46,0	66919	7,574934	49,313936	03	gering besiedelt	07340042				
Thaleischweiler-Fröschen	12,27	3375,0	1603,0	1772,0	275,0	66987	7,580288	49,262312	02	mittlere Besiedlungsdichte	07340051				
Weselberg	14,65	1291,0	645,0	646,0	88,0	66919	7,607431	49,337931	03	gering besiedelt	07340055				
Biedershausen	3,65	208,0	104,0	104,0	57,0	66917	7,487395	49,320705	03	gering besiedelt	07340204				
Knopp-Labach	5,95	438,0	221,0	217,0	74,0	66917	7,506229	49,333843	03	gering besiedelt	07340215				
Krähenberg	4,4	160,0	75,0	85,0	36,0	66894	7,463886	49,330029	03	gering besiedelt	07340216				
Maßweiler	10,89	1005,0	492,0	513,0	92,0	66506	7,528069	49,271061	03	gering besiedelt	07340217				
Obernheim-Kirchenarnbach	8,61	1692,0	869,0	823,0	197,0	66919	7,573495	49,352699	03	gering besiedelt	07340219				
Reifenberg	7,73	811,0	418,0	393,0	105,0	66507	7,507453	49,282721	03	gering besiedelt	07340220				
Rieschweiler-Mühlbach	10,42	2140,0	1101,0	1039,0	205,0	66509	7,504427	49,24708	03	gering besiedelt	07340222				
Schmitshausen	4,49	406,0	209,0	197,0	90,0	66484	7,511618	49,307094	03	gering besiedelt	07340224				
Wallhalben	4,88	878,0	448,0	430,0	180,0	66917	7,524156	49,316276	03	gering besiedelt	07340225				
Winterbach (Pfalz)	7,03	516,0	250,0	266,0	73,0	66484	7,473365	49,303214	03	gering besiedelt	07340228				
Stuttgart, Landeshauptstadt	207,35	623738,0	310492,0	313246,0	3008,0	70173	9,177734	48,775817	01	dicht besiedelt	08111000				
Böblingen, Stadt	39,04	48696,0	23935,0	24761,0	1247,0	71032	9,009663	48,685296	02	mittlere Besiedlungsdichte	08115003				
Leonberg, Stadt	48,74	47219,0	23432,0	23787,0	969,0	71229	9,016776	48,800497	02	mittlere Besiedlungsdichte	08115028				
Magstadt	19,13	9323,0	4782,0	4541,0	487,0	71106	8,962269	48,742432	02	mittlere Besiedlungsdichte	08115029				
Renningen, Stadt	31,14	17107,0	8550,0	8557,0	549,0	71272	8,936373	48,765313	02	mittlere Besiedlungsdichte	08115041				
Rutesheim, Stadt	16,22	10624,0	5280,0	5344,0	655,0	71277	8,945152	48,809882	02	mittlere Besiedlungsdichte	08115042				
Schönaich	14,16	10083,0	5069,0	5014,0	712,0	71101	9,062322	48,656516	02	mittlere Besiedlungsdichte	08115044				
Sindelfingen, Stadt	50,85	63971,0	31678,0	32293,0	1258,0	71063	9,000245	48,709436	01	dicht besiedelt	08115045				
Weil der Stadt, Stadt	43,14	18652,0	9273,0	9379,0	432,0	71263	8,870105	48,751993	02	mittlere Besiedlungsdichte	08115050				
Weil im Schönbuch	26,12	9816,0	4835,0	4981,0	376,0	71093	9,061727	48,622879	02	mittlere Besiedlungsdichte	08115051				
Weissach	22,19	7490,0	3707,0	3783,0	338,0	71287	8,927545	48,846812	02	mittlere Besiedlungsdichte	08115052				
Aidlingen	26,56	8843,0	4346,0	4497,0	333,0	71134	8,896991	48,677969	02	mittlere Besiedlungsdichte	08115001				
Grafenau	13,05	6735,0	3417,0	3318,0	516,0	71120	8,91395	48,711098	02	mittlere Besiedlungsdichte	08115054				
Ehningen	17,8	8694,0	4298,0	4396,0	488,0	71139	8,940525	48,65926	02	mittlere Besiedlungsdichte	08115013				
Gärtringen	20,21	11882,0	5849,0	6033,0	588,0	71116	8,901692	48,641924	02	mittlere Besiedlungsdichte	08115015				
Deckenpfronn	11,41	3306,0	1646,0	1660,0	290,0	75392	8,822512	48,65171	03	gering besiedelt	08115010				
Herrenberg, Stadt	65,71	31003,0	15193,0	15810,0	472,0	71083	8,867369	48,595705	02	mittlere Besiedlungsdichte	08115021				
Nufringen	10,04	5503,0	2770,0	2733,0	548,0	71154	8,888193	48,622489	02	mittlere Besiedlungsdichte	08115037				
Altdorf	17,47	4651,0	2321,0	2330,0	266,0	71155	8,995571	48,630941	02	mittlere Besiedlungsdichte	08115002				
Hildrizhausen	12,16	3645,0	1874,0	1771,0	300,0	71157	8,965976	48,624078	02	mittlere Besiedlungsdichte	08115022				
Holzgerlingen, Stadt	13,38	12635,0	6229,0	6406,0	944,0	71088	9,011719	48,637131	02	mittlere Besiedlungsdichte	08115024				
Bondorf	17,55	5854,0	2939,0	2915,0	334,0	71149	8,837466	48,520644	02	mittlere Besiedlungsdichte	08115004				
Gäufelden	20,07	9231,0	4635,0	4596,0	460,0	71126	8,829578	48,55375	02	mittlere Besiedlungsdichte	08115016				
Mötzingen	8,15	3608,0	1767,0	1841,0	443,0	71159	8,773708	48,535282	03	gering besiedelt	08115034				
Jettingen	21,11	7654,0	3794,0	3860,0	363,0	71131	8,774656	48,577417	02	mittlere Besiedlungsdichte	08115053				
Steinenbronn	9,72	6466,0	3307,0	3159,0	665,0	71144	9,119496	48,66012	02	mittlere Besiedlungsdichte	08115046				
Waldenbuch, Stadt	22,7	8590,0	4237,0	4353,0	378,0	71111	9,12974	48,638166	02	mittlere Besiedlungsdichte	08115048				
Denkendorf	13,06	10707,0	5401,0	5306,0	820,0	73770	9,31755	48,694154	02	mittlere Besiedlungsdichte	08116015				
Esslingen am Neckar, Stadt	46,42	91271,0	45219,0	46052,0	1966,0	73728	9,309565	48,741347	01	dicht besiedelt	08116019				
Neuhausen auf den Fildern	12,47	11741,0	5860,0	5881,0	942,0	73765	9,278797	48,684669	02	mittlere Besiedlungsdichte	08116047				
Wernau (Neckar), Stadt	10,9	12376,0	6185,0	6191,0	1135,0	73249	9,421663	48,689366	02	mittlere Besiedlungsdichte	08116072				
Aichwald	14,68	7470,0	3625,0	3845,0	509,0	73773	9,379855	48,75899	02	mittlere Besiedlungsdichte	08116076				
Filderstadt, Stadt	38,55	44977,0	22273,0	22704,0	1167,0	70794	9,21973	48,67876	02	mittlere Besiedlungsdichte	08116077				
Leinfelden-Echterdingen, Stadt	29,89	39071,0	19288,0	19783,0	1307,0	70771	9,138976	48,693719	02	mittlere Besiedlungsdichte	08116078				
Ostfildern, Stadt	22,81	38519,0	19006,0	19513,0	1689,0	73760	9,301248	48,712327	02	mittlere Besiedlungsdichte	08116080				
Aichtal, Stadt	23,64	10124,0	5200,0	4924,0	428,0	72631	9,236006	48,621	02	mittlere Besiedlungsdichte	08116081				
Dettingen unter Teck	15,13	6010,0	3045,0	2965,0	397,0	73265	9,45268	48,61725	02	mittlere Besiedlungsdichte	08116016				
Kirchheim unter Teck, Stadt	40,47	40094,0	19773,0	20321,0	991,0	73230	9,453784	48,646093	02	mittlere Besiedlungsdichte	08116033				
Notzingen	7,7	3631,0	1863,0	1768,0	472,0	73274	9,462005	48,671109	02	mittlere Besiedlungsdichte	08116048				
Erkenbrechtsweiler	6,93	2143,0	1072,0	1071,0	309,0	73268	9,432874	48,557932	02	mittlere Besiedlungsdichte	08116018				
Owen, Stadt	9,7	3415,0	1729,0	1686,0	352,0	73277	9,451611	48,58688	02	mittlere Besiedlungsdichte	08116054				
Lenningen	41,44	8026,0	4050,0	3976,0	194,0	73252	9,472018	48,551225	02	mittlere Besiedlungsdichte	08116079				
Altdorf	3,25	1620,0	811,0	809,0	498,0	72655	9,271505	48,594688	03	gering besiedelt	08116005				
Altenriet	3,35	1904,0	939,0	965,0	568,0	72657	9,221764	48,591482	02	mittlere Besiedlungsdichte	08116006				
Bempflingen	6,27	3474,0	1755,0	1719,0	554,0	72658	9,26546	48,573217	02	mittlere Besiedlungsdichte	08116008				
Neckartailfingen	8,26	3716,0	1864,0	1852,0	450,0	72666	9,262633	48,61255	02	mittlere Besiedlungsdichte	08116041				
Neckartenzlingen	9,03	6542,0	3300,0	3242,0	724,0	72654	9,233903	48,590722	02	mittlere Besiedlungsdichte	08116042				
Schlaitdorf	7,31	1886,0	921,0	965,0	258,0	72667	9,222445	48,604296	02	mittlere Besiedlungsdichte	08116063				
Beuren	11,69	3549,0	1754,0	1795,0	304,0	72660	9,400911	48,570156	02	mittlere Besiedlungsdichte	08116011				
Kohlberg	4,39	2268,0	1117,0	1151,0	517,0	72664	9,331974	48,558416	03	gering besiedelt	08116036				
Neuffen, Stadt	17,45	6210,0	3138,0	3072,0	356,0	72639	9,37432	48,555671	02	mittlere Besiedlungsdichte	08116046				
Frickenhausen	11,35	8844,0	4388,0	4456,0	779,0	72636	9,359845	48,593654	02	mittlere Besiedlungsdichte	08116020				
Großbettlingen	4,23	4290,0	2098,0	2192,0	1014,0	72663	9,30894	48,590744	02	mittlere Besiedlungsdichte	08116022				
Nürtingen, Stadt	46,9	40535,0	20262,0	20273,0	864,0	72622	9,342837	48,625961	02	mittlere Besiedlungsdichte	08116049				
Oberboihingen	6,31	5469,0	2688,0	2781,0	867,0	72644	9,366724	48,647727	02	mittlere Besiedlungsdichte	08116050				
Unterensingen	7,56	4782,0	2389,0	2393,0	633,0	72669	9,356151	48,658098	02	mittlere Besiedlungsdichte	08116068				
Wolfschlugen	7,12	6340,0	3094,0	3246,0	890,0	72649	9,288023	48,653445	02	mittlere Besiedlungsdichte	08116073				
Altbach	3,35	6043,0	3062,0	2981,0	1804,0	73776	9,380166	48,723629	02	mittlere Besiedlungsdichte	08116004				
Deizisau	5,17	6735,0	3473,0	3262,0	1303,0	73779	9,384075	48,712039	02	mittlere Besiedlungsdichte	08116014				
Plochingen, Stadt	10,65	13997,0	6869,0	7128,0	1314,0	73207	9,41695	48,713282	02	mittlere Besiedlungsdichte	08116056				
Baltmannsweiler	18,54	5646,0	2759,0	2887,0	305,0	73666	9,448403	48,742625	02	mittlere Besiedlungsdichte	08116007				
Hochdorf	7,75	4895,0	2521,0	2374,0	632,0	73269	9,46184	48,692863	02	mittlere Besiedlungsdichte	08116027				
Lichtenwald	10,8	2567,0	1266,0	1301,0	238,0	73669	9,484433	48,752691	02	mittlere Besiedlungsdichte	08116037				
Reichenbach an der Fils	7,43	8236,0	4097,0	4139,0	1108,0	73262	9,459835	48,709743	02	mittlere Besiedlungsdichte	08116058				
Bissingen an der Teck	17,06	3481,0	1794,0	1687,0	204,0	73266	9,491179	48,599972	02	mittlere Besiedlungsdichte	08116012				
Holzmaden	3,1	2222,0	1099,0	1123,0	717,0	73271	9,51855	48,633843	02	mittlere Besiedlungsdichte	08116029				
Neidlingen	12,62	1838,0	924,0	914,0	146,0	73272	9,563641	48,579286	03	gering besiedelt	08116043				
Ohmden	5,55	1719,0	868,0	851,0	310,0	73275	9,525906	48,645302	02	mittlere Besiedlungsdichte	08116053				
Weilheim an der Teck, Stadt	26,51	10052,0	5065,0	4987,0	379,0	73235	9,537362	48,615689	02	mittlere Besiedlungsdichte	08116070				
Köngen	12,52	9718,0	4793,0	4925,0	776,0	73257	9,363326	48,684568	02	mittlere Besiedlungsdichte	08116035				
Wendlingen am Neckar, Stadt	12,15	15974,0	7900,0	8074,0	1315,0	73240	9,379185	48,672426	02	mittlere Besiedlungsdichte	08116071				
Böhmenkirch	51,09	5512,0	2887,0	2625,0	108,0	89558	9,931883	48,684616	03	gering besiedelt	08117010				
Bad Ditzenbach	25,45	3652,0	1823,0	1829,0	143,0	73342	9,704166	48,58863	03	gering besiedelt	08117006				
Deggingen	22,7	5279,0	2617,0	2662,0	233,0	73326	9,722279	48,59776	02	mittlere Besiedlungsdichte	08117014				
Ebersbach an der Fils, Stadt	26,27	15206,0	7545,0	7661,0	579,0	73061	9,523452	48,714242	02	mittlere Besiedlungsdichte	08117018				
Schlierbach	10,97	3927,0	1964,0	1963,0	358,0	73278	9,517788	48,673712	02	mittlere Besiedlungsdichte	08117044				
Eislingen/Fils, Stadt	16,41	20177,0	9944,0	10233,0	1230,0	73054	9,707697	48,700842	02	mittlere Besiedlungsdichte	08117019	08117019	Eislingen/Fils, Stadt	08117019	Eislingen/ Fils, Stadt
Ottenbach	11,9	2463,0	1236,0	1227,0	207,0	73113	9,747979	48,735288	03	gering besiedelt	08117037				
Salach	8,32	7921,0	3889,0	4032,0	952,0	73084	9,737615	48,690404	02	mittlere Besiedlungsdichte	08117042				
Bad Überkingen	24,02	3793,0	1877,0	1916,0	158,0	73337	9,799193	48,602392	03	gering besiedelt	08117007				
Geislingen an der Steige, Stadt	75,83	27168,0	13461,0	13707,0	358,0	73312	9,835836	48,623045	02	mittlere Besiedlungsdichte	08117024				
Kuchen	8,95	5520,0	2782,0	2738,0	617,0	73329	9,800136	48,635851	02	mittlere Besiedlungsdichte	08117033				
Göppingen, Stadt	59,23	56781,0	28128,0	28653,0	959,0	73033	9,653964	48,703267	02	mittlere Besiedlungsdichte	08117026				
Schlat	9,68	1682,0	826,0	856,0	174,0	73114	9,707148	48,654497	03	gering besiedelt	08117043				
Wäschenbeuren	12,95	3909,0	1886,0	2023,0	302,0	73116	9,686958	48,759779	02	mittlere Besiedlungsdichte	08117053				
Wangen	9,68	3071,0	1532,0	1539,0	317,0	73117	9,608282	48,725495	02	mittlere Besiedlungsdichte	08117055				
Donzdorf, Stadt	39,82	10769,0	5366,0	5403,0	270,0	73072	9,811046	48,686613	02	mittlere Besiedlungsdichte	08117015				
Gingen an der Fils	10,01	4329,0	2143,0	2186,0	432,0	73333	9,779463	48,656609	02	mittlere Besiedlungsdichte	08117025				
Süßen, Stadt	12,79	10050,0	5089,0	4961,0	786,0	73079	9,757236	48,680177	02	mittlere Besiedlungsdichte	08117049				
Lauterstein, Stadt	23,32	2561,0	1259,0	1302,0	110,0	73111	9,861873	48,710289	03	gering besiedelt	08117061				
Drackenstein	5,69	408,0	200,0	208,0	72,0	73345	9,679776	48,556609	03	gering besiedelt	08117016				
Gruibingen	23,05	2200,0	1149,0	1051,0	95,0	73344	9,640912	48,595838	03	gering besiedelt	08117028				
Hohenstadt	11,64	817,0	447,0	370,0	70,0	73345	9,663973	48,54445	03	gering besiedelt	08117031				
Mühlhausen im Täle	6,33	1019,0	511,0	508,0	161,0	73347	9,654452	48,577165	03	gering besiedelt	08117035				
Wiesensteig, Stadt	23,4	2056,0	1060,0	996,0	88,0	73349	9,625129	48,561947	03	gering besiedelt	08117058				
Adelberg	9,49	1956,0	973,0	983,0	206,0	73099	9,598555	48,762533	03	gering besiedelt	08117001				
Birenbach	2,5	1908,0	955,0	953,0	763,0	73102	9,660006	48,745909	02	mittlere Besiedlungsdichte	08117009				
Börtlingen	8,26	1699,0	847,0	852,0	206,0	73104	9,631645	48,75464	03	gering besiedelt	08117011				
Rechberghausen	6,4	5424,0	2646,0	2778,0	848,0	73098	9,64174	48,731398	02	mittlere Besiedlungsdichte	08117038				
Aichelberg	4,01	1300,0	675,0	625,0	324,0	73101	9,567184	48,638498	02	mittlere Besiedlungsdichte	08117002				
Bad Boll	10,95	5110,0	2460,0	2650,0	467,0	73087	9,616604	48,639235	03	gering besiedelt	08117012				
Dürnau	5,37	2066,0	1023,0	1043,0	385,0	73105	9,641001	48,642386	02	mittlere Besiedlungsdichte	08117017				
Gammelshausen	3,31	1429,0	730,0	699,0	432,0	73108	9,650617	48,64031	02	mittlere Besiedlungsdichte	08117023				
Hattenhofen	7,64	2978,0	1495,0	1483,0	390,0	73110	9,574768	48,666458	02	mittlere Besiedlungsdichte	08117029				
Zell unter Aichelberg	6,39	3087,0	1549,0	1538,0	483,0	73119	9,573107	48,651705	02	mittlere Besiedlungsdichte	08117060				
Albershausen	6,5	4196,0	2097,0	2099,0	646,0	73095	9,564885	48,691161	02	mittlere Besiedlungsdichte	08117003				
Uhingen, Stadt	24,79	14036,0	6945,0	7091,0	566,0	73066	9,585162	48,70652	02	mittlere Besiedlungsdichte	08117051				
Eschenbach	4,8	2176,0	1074,0	1102,0	453,0	73107	9,671831	48,657638	02	mittlere Besiedlungsdichte	08117020				
Heiningen	12,45	5114,0	2516,0	2598,0	411,0	73092	9,651131	48,660666	02	mittlere Besiedlungsdichte	08117030				
Asperg, Stadt	5,8	13315,0	6615,0	6700,0	2296,0	71679	9,135324	48,905897	02	mittlere Besiedlungsdichte	08118003				
Ditzingen, Stadt	30,39	24633,0	12192,0	12441,0	811,0	71254	9,068779	48,827632	02	mittlere Besiedlungsdichte	08118011				
Gerlingen, Stadt	17,01	19450,0	9517,0	9933,0	1143,0	70839	9,062047	48,800587	02	mittlere Besiedlungsdichte	08118019				
Großbottwar, Stadt	25,51	8325,0	4184,0	4141,0	326,0	71723	9,292335	48,999692	02	mittlere Besiedlungsdichte	08118021				
Kornwestheim, Stadt	14,65	33153,0	16470,0	16683,0	2263,0	70806	9,18586	48,86536	02	mittlere Besiedlungsdichte	08118046				
Ludwigsburg, Stadt	43,35	92973,0	45743,0	47230,0	2145,0	71638	9,194347	48,889441	01	dicht besiedelt	08118048				
Markgröningen, Stadt	28,16	14555,0	7357,0	7198,0	517,0	71706	9,081072	48,905178	02	mittlere Besiedlungsdichte	08118050				
Möglingen	9,93	11158,0	5526,0	5632,0	1124,0	71696	9,126384	48,887185	02	mittlere Besiedlungsdichte	08118051				
Oberstenfeld	21,1	7928,0	3929,0	3999,0	376,0	71720	9,321661	49,024346	02	mittlere Besiedlungsdichte	08118060				
Sachsenheim, Stadt	57,92	18170,0	8986,0	9184,0	314,0	74343	9,063337	48,959506	02	mittlere Besiedlungsdichte	08118076				
Korntal-Münchingen, Stadt	20,71	19143,0	9611,0	9532,0	924,0	70825	9,12377	48,826004	02	mittlere Besiedlungsdichte	08118080				
Remseck am Neckar, Stadt	22,82	25759,0	12733,0	13026,0	1129,0	71686	9,279445	48,87067	02	mittlere Besiedlungsdichte	08118081				
Besigheim, Stadt	16,83	12018,0	5928,0	6090,0	714,0	74354	9,140825	49,000174	02	mittlere Besiedlungsdichte	08118007				
Freudental	3,07	2440,0	1205,0	1235,0	795,0	74392	9,059852	49,009612	03	gering besiedelt	08118016				
Gemmrigheim	8,23	4040,0	2037,0	2003,0	491,0	74376	9,154976	49,027251	02	mittlere Besiedlungsdichte	08118018				
Hessigheim	5,03	2384,0	1193,0	1191,0	474,0	74394	9,187949	48,992263	03	gering besiedelt	08118028				
Löchgau	10,95	5536,0	2765,0	2771,0	506,0	74369	9,104298	49,002413	02	mittlere Besiedlungsdichte	08118047				
Mundelsheim	10,2	3276,0	1686,0	1590,0	321,0	74395	9,206537	49,001061	03	gering besiedelt	08118053				
Walheim	6,14	3129,0	1560,0	1569,0	510,0	74399	9,151302	49,011891	02	mittlere Besiedlungsdichte	08118074				
Tamm	8,78	12798,0	6450,0	6348,0	1458,0	71732	9,124571	48,921758	02	mittlere Besiedlungsdichte	08118071				
Ingersheim	11,55	6193,0	3029,0	3164,0	536,0	74379	9,184679	48,961199	02	mittlere Besiedlungsdichte	08118077				
Bietigheim-Bissingen, Stadt	31,29	42968,0	21115,0	21853,0	1373,0	74321	9,132652	48,948358	02	mittlere Besiedlungsdichte	08118079				
Bönnigheim, Stadt	20,14	7593,0	3753,0	3840,0	377,0	74357	9,096169	49,04084	02	mittlere Besiedlungsdichte	08118010				
Erligheim	6,19	2743,0	1387,0	1356,0	443,0	74391	9,097291	49,021504	02	mittlere Besiedlungsdichte	08118015				
Kirchheim am Neckar	8,53	5608,0	2794,0	2814,0	657,0	74366	9,145033	49,044258	02	mittlere Besiedlungsdichte	08118040				
Pleidelsheim	10,18	6284,0	3102,0	3182,0	617,0	74385	9,205009	48,95908	02	mittlere Besiedlungsdichte	08118063				
Freiberg am Neckar, Stadt	13,14	15741,0	7698,0	8043,0	1198,0	71691	9,195537	48,933909	02	mittlere Besiedlungsdichte	08118078				
Affalterbach	10,15	4451,0	2218,0	2233,0	439,0	71563	9,323455	48,923115	02	mittlere Besiedlungsdichte	08118001				
Benningen am Neckar	4,87	6212,0	3118,0	3094,0	1276,0	71726	9,242498	48,947824	02	mittlere Besiedlungsdichte	08118006				
Erdmannhausen	8,71	4871,0	2469,0	2402,0	559,0	71729	9,296924	48,941641	02	mittlere Besiedlungsdichte	08118014				
Marbach am Neckar, Stadt	18,06	15477,0	7567,0	7910,0	857,0	71672	9,259828	48,939832	02	mittlere Besiedlungsdichte	08118049				
Hemmingen	12,34	7416,0	3708,0	3708,0	601,0	71282	9,032461	48,865398	02	mittlere Besiedlungsdichte	08118027				
Schwieberdingen	14,87	11323,0	5689,0	5634,0	761,0	71701	9,073065	48,876494	02	mittlere Besiedlungsdichte	08118067				
Murr	7,79	6413,0	3143,0	3270,0	823,0	71711	9,259995	48,962627	02	mittlere Besiedlungsdichte	08118054				
Steinheim an der Murr, Stadt	23,18	12219,0	6073,0	6146,0	527,0	71711	9,278099	48,965777	02	mittlere Besiedlungsdichte	08118070				
Eberdingen	26,21	6701,0	3380,0	3321,0	256,0	71735	8,964232	48,880949	03	gering besiedelt	08118012				
Oberriexingen, Stadt	8,16	3297,0	1676,0	1621,0	404,0	71739	9,029526	48,927122	03	gering besiedelt	08118059				
Sersheim	11,48	5686,0	2834,0	2852,0	495,0	74372	9,01213	48,961021	03	gering besiedelt	08118068				
Vaihingen an der Enz, Stadt	73,42	28695,0	14238,0	14457,0	391,0	71665	8,960417	48,933224	02	mittlere Besiedlungsdichte	08118073				
Alfdorf	68,52	7099,0	3598,0	3501,0	104,0	73553	9,718908	48,843821	02	mittlere Besiedlungsdichte	08119001				
Fellbach, Stadt	27,7	45147,0	21854,0	23293,0	1630,0	70734	9,278375	48,80685	02	mittlere Besiedlungsdichte	08119020				
Korb	8,45	10544,0	5140,0	5404,0	1248,0	71404	9,361341	48,841999	02	mittlere Besiedlungsdichte	08119041				
Murrhardt, Stadt	71,13	13727,0	6788,0	6939,0	193,0	71540	9,579648	48,980867	02	mittlere Besiedlungsdichte	08119044				
Rudersberg	39,37	11179,0	5608,0	5571,0	284,0	73635	9,529647	48,883356	02	mittlere Besiedlungsdichte	08119061				
Waiblingen, Stadt	42,76	54263,0	26598,0	27665,0	1269,0	71332	9,315987	48,83229	02	mittlere Besiedlungsdichte	08119079				
Berglen	25,87	6136,0	3062,0	3074,0	237,0	73663	9,469424	48,861445	03	gering besiedelt	08119089				
Remshalden	15,14	14076,0	6979,0	7097,0	930,0	73630	9,442436	48,810023	02	mittlere Besiedlungsdichte	08119090				
Weinstadt, Stadt	31,71	26685,0	13147,0	13538,0	842,0	71384	9,385556	48,803451	02	mittlere Besiedlungsdichte	08119091				
Kernen im Remstal	15,05	15187,0	7571,0	7616,0	1009,0	71394	9,317937	48,808537	02	mittlere Besiedlungsdichte	08119093				
Allmersbach im Tal	7,96	4739,0	2376,0	2363,0	595,0	71573	9,467228	48,906963	02	mittlere Besiedlungsdichte	08119003				
Althütte	18,15	4092,0	2043,0	2049,0	225,0	71566	9,575989	48,913413	03	gering besiedelt	08119004				
Auenwald	19,76	6780,0	3404,0	3376,0	343,0	71549	9,499196	48,937414	02	mittlere Besiedlungsdichte	08119006				
Backnang, Stadt	39,4	36266,0	18033,0	18233,0	920,0	71522	9,424452	48,94691	02	mittlere Besiedlungsdichte	08119008				
Burgstetten	10,29	3635,0	1824,0	1811,0	353,0	71576	9,372776	48,928176	02	mittlere Besiedlungsdichte	08119018				
Kirchberg an der Murr	13,22	3771,0	1878,0	1893,0	285,0	71737	9,34086	48,943006	02	mittlere Besiedlungsdichte	08119038				
Oppenweiler	19,81	4161,0	2117,0	2044,0	210,0	71570	9,458817	48,984096	03	gering besiedelt	08119053				
Weissach im Tal	14,13	7113,0	3512,0	3601,0	503,0	71554	9,47773	48,929826	02	mittlere Besiedlungsdichte	08119083				
Aspach	35,46	8035,0	4043,0	3992,0	227,0	71546	9,397127	48,96663	02	mittlere Besiedlungsdichte	08119087				
Plüderhausen	26,13	9368,0	4621,0	4747,0	359,0	73655	9,599182	48,795519	02	mittlere Besiedlungsdichte	08119055				
Urbach	20,76	8817,0	4378,0	4439,0	425,0	73660	9,576727	48,81022	02	mittlere Besiedlungsdichte	08119076				
Schorndorf, Stadt	56,83	39172,0	19224,0	19948,0	689,0	73614	9,52512	48,80531	02	mittlere Besiedlungsdichte	08119067				
Winterbach	17,13	7579,0	3689,0	3890,0	442,0	73650	9,479554	48,799784	02	mittlere Besiedlungsdichte	08119086				
Großerlach	27,14	2514,0	1338,0	1176,0	93,0	71577	9,516108	49,053922	03	gering besiedelt	08119024				
Spiegelberg	28,22	2098,0	1089,0	1009,0	74,0	71579	9,445716	49,039689	03	gering besiedelt	08119069				
Sulzbach an der Murr	40,11	5173,0	2569,0	2604,0	129,0	71560	9,501017	49,002908	03	gering besiedelt	08119075				
Kaisersbach	27,94	2504,0	1284,0	1220,0	90,0	73667	9,639182	48,928912	03	gering besiedelt	08119037				
Welzheim, Stadt	37,99	11063,0	5386,0	5677,0	291,0	73642	9,63467	48,874336	02	mittlere Besiedlungsdichte	08119084				
Leutenbach	14,73	11215,0	5541,0	5674,0	761,0	71397	9,392571	48,887529	02	mittlere Besiedlungsdichte	08119042				
Schwaikheim	9,22	9386,0	4596,0	4790,0	1018,0	71409	9,34922	48,877358	02	mittlere Besiedlungsdichte	08119068				
Winnenden, Stadt	28,05	27932,0	13855,0	14077,0	996,0	71364	9,396202	48,877185	02	mittlere Besiedlungsdichte	08119085				
Heilbronn, Stadt	99,88	122567,0	61268,0	61299,0	1227,0	74072	9,217953	49,140428	01	dicht besiedelt	08121000				
Bad Wimpfen, Stadt	19,38	6971,0	3461,0	3510,0	360,0	74206	9,163305	49,228198	02	mittlere Besiedlungsdichte	08125007				
Gundelsheim, Stadt	38,44	7258,0	3620,0	3638,0	189,0	74831	9,160815	49,284163	02	mittlere Besiedlungsdichte	08125039				
Leingarten	23,48	11187,0	5576,0	5611,0	476,0	74211	9,127562	49,143857	02	mittlere Besiedlungsdichte	08125058				
Neudenau, Stadt	32,92	5103,0	2564,0	2539,0	155,0	74861	9,270659	49,292642	03	gering besiedelt	08125068				
Wüstenrot	30,02	6837,0	3357,0	3480,0	228,0	71543	9,460742	49,080263	03	gering besiedelt	08125107				
Bad Friedrichshall, Stadt	24,7	19019,0	9603,0	9416,0	770,0	74177	9,218098	49,22469	02	mittlere Besiedlungsdichte	08125005				
Oedheim	21,24	6303,0	3166,0	3137,0	297,0	74229	9,257536	49,239986	02	mittlere Besiedlungsdichte	08125078				
Offenau	5,65	2665,0	1299,0	1366,0	472,0	74254	9,163268	49,243887	02	mittlere Besiedlungsdichte	08125079				
Bad Rappenau, Stadt	73,55	20510,0	10065,0	10445,0	279,0	74906	9,103117	49,240303	03	gering besiedelt	08125006				
Kirchardt	21,5	5649,0	2899,0	2750,0	263,0	74912	8,990394	49,205097	02	mittlere Besiedlungsdichte	08125049				
Siegelsbach	7,68	1671,0	852,0	819,0	218,0	74936	9,089791	49,271185	03	gering besiedelt	08125087				
